Позначка часу,Група,"Припустим, що ми навчили логістичну регресію. На новому прикладі х вона видає результат hθ(x)=0.4. Це означає (оберіть ВСІ релевантні варіанти)",Припустимо для навчальної множини використовується класифікатор логістичної регресії hθ(x) з двома ознаками. Оберіть всі коректні твердження ,Яку проблему вирішує сингулярний розклад матриці?,Масштабування даних - це,"Для логістичної регресії градієнт обчислюється за формулою. Які із формул коректно описують модифікацію вагових коефіцієнтів логістичної регресії, якщо коефіцієнт швидкості навчання рівний α. Оберіть всі можливі варіанти. ",Оберіть всі вірні твердження,Unnamed: 16,Припустимо для навчальної множини використовується класифікатор логістичної регресії hθ(x) з двома ознаками. Оберіть всі коректні твердження .1,Unnamed: 18,Оберіть на картинках всі приклади переначання моделі на навчальних даних,Оберіть на картинках всі приклади недоначання моделі на навчальних даних,Які із тверджень вірні щодо навчання логістичної регресії?,Які проблеми виникають при навчанні багатофакторної лінійної регресії з використанням нормальної системи рівнянь?,Побудувати модель класифікації на основі персептрона Розенблатта і описати функцію роздільної поверхні для обчислення логічної функції not(A&B). Навести приклади обчислення значень цієї функції. 
03.11.2023 20:36:11,ФБ-02,"P(y=0|x;θ)=0.6, P(y=1|x;θ)=0.4","При додаванні властивостей вищих порядків значення функції втрат J(θ) збільшиться, оскільки збільшиться кількість доданків, Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних",Навчання багатофакторної лінійної регресії,Приведення даних до заданого діапазону,"для всіх j одночасно, Одночасно для всіх j","Лінійну регресію можна використовувати для задач класифікації, якщо ввести поняття порогу, Для логістичної регресії алгоритм градієнтного спуску може приводити в локальний мінімум. Для подолання цієї проблеми використовують методи оптимізації вищих порядків, наприклад метод Ньютона, Значення функції втрат логістичної регресії після навчання хоча б на 1 прикладі завжди більше або рівне 0, Значення сигмоїдної функції ніколи не перевищує 1",C,Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних,B,"B, A",D,Додавання нової ознаки в модель не погіршує роботу моделі на навчальних даних,"Погана обумовленість матриці, Мультиколеніарність",https://drive.google.com/open?id=1BxdHZKgLJUUC483ysYGDp_vc9N1Gi9gw
03.11.2023 20:44:57,ФБ-02,"P(y=0|x;θ)=0.6, P(y=1|x;θ)=0.4","Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних, При додаванні властивостей вищих порядків значення функції втрат J(θ) збільшиться, оскільки збільшиться кількість доданків",Навчання багатофакторної лінійної регресії,Приведення даних до заданого діапазону,"для всіх j одночасно, Одночасно для всіх j","Значення сигмоїдної функції ніколи не перевищує 1, Лінійну регресію можна використовувати для задач класифікації, якщо ввести поняття порогу, Для логістичної регресії алгоритм градієнтного спуску може приводити в локальний мінімум. Для подолання цієї проблеми використовують методи оптимізації вищих порядків, наприклад метод Ньютона, Значення функції втрат логістичної регресії після навчання хоча б на 1 прикладі завжди більше або рівне 0",C,"Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних, Класи не є лінійно роздільними, тому метод градієнтного спуску не знайде мінімум функції втрат",B,"A, B",D,"Додавання нових ознак до моделі допоможе уникнути перенавчання, Додавання нової ознаки в модель не погіршує роботу моделі на навчальних даних","Погана обумовленість матриці, Мультиколеніарність",https://drive.google.com/open?id=1YtWVxBhkep88VeeST7VMoan-iLxBIOld
03.11.2023 20:47:02,ФБ-03,"P(y=1|x;θ)=0.4, P(y=0|x;θ)=0.6","При додаванні властивостей вищих порядків значення функції втрат J(θ) збільшиться, оскільки збільшиться кількість доданків, Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних",Навчання багатофакторної лінійної регресії,Приведення даних до заданого діапазону,"для всіх j одночасно, Одночасно для всіх j","Значення сигмоїдної функції ніколи не перевищує 1, Значення функції втрат логістичної регресії після навчання хоча б на 1 прикладі завжди більше або рівне 0, Лінійну регресію можна використовувати для задач класифікації, якщо ввести поняття порогу",B,Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних,C,A,D,Додавання параметру регуляризації завжди покращує роботу моделі на навчальних даних,"Мультиколеніарність, Погана обумовленість матриці",https://drive.google.com/open?id=1m3XrS0tgvf0YrEJ-PzoE-LjWCSKGrvas
03.11.2023 20:49:37,ФІ-02,"P(y=1|x;θ)=0.4, P(y=0|x;θ)=0.6","Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних, Для оптимального значення θ функція втрат J(θ)>=0",Навчання багатофакторної лінійної регресії,Приведення даних до заданого діапазону,"для всіх j одночасно, Одночасно для всіх j","Значення функції втрат логістичної регресії після навчання хоча б на 1 прикладі завжди більше або рівне 0, Лінійну регресію можна використовувати для задач класифікації, якщо ввести поняття порогу, Значення сигмоїдної функції ніколи не перевищує 1",C,"Логістична регересія дозволить розділити класи, оскільки це нелінійна функція, Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних",B,A,D,"Додавання нових ознак до моделі допоможе уникнути перенавчання, Додавання нової ознаки в модель не погіршує роботу моделі на навчальних даних","Мультиколеніарність, Погана обумовленість матриці",https://drive.google.com/open?id=1KrguRF28vK3f6bNH8j-A8v35USKOJDW0
03.11.2023 20:56:10,ФБ-04,"P(y=1|x;θ)=0.4, P(y=0|x;θ)=0.6","Для оптимального значення θ функція втрат J(θ)>=0, Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних",Навчання логістичної регресії,Приведення даних до заданого діапазону,"Одночасно для всіх j, для всіх j одночасно","Лінійну регресію можна використовувати для задач класифікації, якщо ввести поняття порогу, Значення функції втрат логістичної регресії після навчання хоча б на 1 прикладі завжди більше або рівне 0, Значення сигмоїдної функції ніколи не перевищує 1",C,"Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних, Класи не є лінійно роздільними, тому метод градієнтного спуску не знайде мінімум функції втрат",B,A,D,Додавання нових ознак до моделі допоможе уникнути перенавчання,"Погана обумовленість матриці, Мультиколеніарність",https://drive.google.com/open?id=1AEM6oRtiIG-o58s5_Wh85_irB5wMJx0M
03.11.2023 21:03:56,ФІ-04,"P(y=1|x;θ)=0.4, P(y=0|x;θ)=0.4","При додаванні властивостей вищих порядків значення функції втрат J(θ) збільшиться, оскільки збільшиться кількість доданків, Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних, Для оптимального значення θ функція втрат J(θ)>=0",Навчання багатофакторної лінійної регресії,Приведення даних до заданого діапазону,"Одночасно для всіх j, для всіх j одночасно","Лінійну регресію можна використовувати для задач класифікації, якщо ввести поняття порогу, Для логістичної регресії алгоритм градієнтного спуску може приводити в локальний мінімум. Для подолання цієї проблеми використовують методи оптимізації вищих порядків, наприклад метод Ньютона, Значення сигмоїдної функції ніколи не перевищує 1, Значення функції втрат логістичної регресії після навчання хоча б на 1 прикладі завжди більше або рівне 0",A,Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних,B,A,D,Додавання нової ознаки в модель не погіршує роботу моделі на навчальних даних,"Погана обумовленість матриці, Мультиколеніарність",https://drive.google.com/open?id=1i0IinkyDLX-U0GxHI0CQJ0O7Rx1-XNk_
03.11.2023 21:07:08,ФБ-05,"P(y=1|x;θ)=0.4, P(y=0|x;θ)=0.6","Для оптимального значення θ функція втрат J(θ)>=0, Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних",Навчання багатофакторної лінійної регресії,Приведення даних до заданого діапазону,"Варіант 2, для всіх j","Значення сигмоїдної функції ніколи не перевищує 1, Значення функції втрат логістичної регресії після навчання хоча б на 1 прикладі завжди більше або рівне 0",C,Додавання нової ознаки в модель завжди покращує роботу моделі на навчальних даних,B,"D, A","B, C","Додавання нової ознаки в модель завжди покращує роботу моделі на тестових даних, Додавання нових ознак до моделі допоможе уникнути перенавчання","Погана обумовленість матриці, Мультиколеніарність",https://drive.google.com/open?id=1jnYjqc7RylPm_H2FcdrAaEQKDNVYRo6M
03.11.2023 21:10:13,ФБ-05,"P(y=1|x;θ)=0.4, P(y=0|x;θ)=0.6","Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних, Для оптимального значення θ функція втрат J(θ)>=0",Перенавчання персептрона,Приведення даних до заданого діапазону,"Одночасно для всіх j, для всіх j, Варіант 2","Для логістичної регресії алгоритм градієнтного спуску може приводити в локальний мінімум. Для подолання цієї проблеми використовують методи оптимізації вищих порядків, наприклад метод Ньютона, Значення сигмоїдної функції ніколи не перевищує 1, Лінійну регресію можна використовувати для задач класифікації, якщо ввести поняття порогу",A,Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних,A,"B, A","C, D",Додавання нової ознаки в модель не погіршує роботу моделі на навчальних даних,"Мультиколеніарність, Погана обумовленість матриці",https://drive.google.com/open?id=1wSKZsdRGIImwAOPHj4pVASQzyzUL6-E2
03.11.2023 21:11:17,ФБ-03,"P(y=0|x;θ)=0.6, P(y=1|x;θ)=0.4","Для оптимального значення θ функція втрат J(θ)>=0, Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних",Навчання багатофакторної лінійної регресії,Приведення даних до заданого діапазону,"Одночасно для всіх j, для всіх j одночасно","Значення сигмоїдної функції ніколи не перевищує 1, Лінійну регресію можна використовувати для задач класифікації, якщо ввести поняття порогу, Значення функції втрат логістичної регресії після навчання хоча б на 1 прикладі завжди більше або рівне 0",C,Додавання нової ознаки в модель завжди покращує роботу моделі на навчальних даних,B,A,D,Додавання нової ознаки в модель не погіршує роботу моделі на навчальних даних,"Мультиколеніарність, Погана обумовленість матриці",https://drive.google.com/open?id=13ZQaS1korbP4UX-ZG1BjI5ueIVCPkrry
03.11.2023 21:15:29,ФБ-05,"P(y=0|x;θ)=0.6, P(y=1|x;θ)=0.4","Для оптимального значення θ функція втрат J(θ)>=0, Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних",Навчання багатофакторної лінійної регресії,Приведення даних до заданого діапазону,"Одночасно для всіх j, для всіх j одночасно","Лінійну регресію можна використовувати для задач класифікації, якщо ввести поняття порогу, Значення функції втрат логістичної регресії після навчання хоча б на 1 прикладі завжди більше або рівне 0",C,"Додавання нової ознаки в модель завжди покращує роботу моделі на навчальних даних, Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних",D,A,D,"Додавання нової ознаки в модель завжди покращує роботу моделі на тестових даних, Додавання нової ознаки в модель не погіршує роботу моделі на навчальних даних","Погана обумовленість матриці, Мультиколеніарність",
03.11.2023 21:23:18,ФБ-06,"P(y=0|x;θ)=0.6, P(y=1|x;θ)=0.4","Для оптимального значення θ функція втрат J(θ)>=0, Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних",Навчання багатофакторної лінійної регресії,Спосіб попередньої обробки даних в аналізі даних,"для всіх j одночасно, Одночасно для всіх j","Значення сигмоїдної функції ніколи не перевищує 1, Значення функції втрат логістичної регресії після навчання хоча б на 1 прикладі завжди більше або рівне 0, Лінійну регресію можна використовувати для задач класифікації, якщо ввести поняття порогу",C,Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних,B,A,D,Додавання нової ознаки в модель не погіршує роботу моделі на навчальних даних,"Мультиколеніарність, Сингулярний розклад, Погана обумовленість матриці",https://drive.google.com/open?id=1ICCVbF8VdaapNLEirMqH2mzpyQpDoKcm
03.11.2023 21:24:32,ФБ-01,"P(y=0|x;θ)=0.6, P(y=1|x;θ)=0.4","Для оптимального значення θ функція втрат J(θ)>=0, Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних",Навчання багатофакторної лінійної регресії,Приведення даних до заданого діапазону,"для всіх j одночасно, Одночасно для всіх j","Значення сигмоїдної функції ніколи не перевищує 1, Лінійну регресію можна використовувати для задач класифікації, якщо ввести поняття порогу, Значення функції втрат логістичної регресії після навчання хоча б на 1 прикладі завжди більше або рівне 0, Для логістичної регресії алгоритм градієнтного спуску може приводити в локальний мінімум. Для подолання цієї проблеми використовують методи оптимізації вищих порядків, наприклад метод Ньютона",C,"Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних, Класи не є лінійно роздільними, тому метод градієнтного спуску не знайде мінімум функції втрат",B,A,D,Додавання нових ознак до моделі допоможе уникнути перенавчання,"Погана обумовленість матриці, Мультиколеніарність",https://drive.google.com/open?id=1WpLsU9_MCQHwccuvC7rpdxSn31s83oKO
03.11.2023 21:28:53,ФІ-03,"P(y=1|x;θ)=0.6, P(y=1|x;θ)=0.4","Для оптимального значення θ функція втрат J(θ)>=0, Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних, При додаванні властивостей вищих порядків значення функції втрат J(θ) збільшиться, оскільки збільшиться кількість доданків",Навчання багатофакторної лінійної регресії,Приведення даних до заданого діапазону,"для всіх j, Одночасно для всіх j","Значення функції втрат логістичної регресії після навчання хоча б на 1 прикладі завжди більше або рівне 0, Значення сигмоїдної функції ніколи не перевищує 1, Для логістичної регресії алгоритм градієнтного спуску може приводити в локальний мінімум. Для подолання цієї проблеми використовують методи оптимізації вищих порядків, наприклад метод Ньютона",B,"Класи не є лінійно роздільними, тому метод градієнтного спуску не знайде мінімум функції втрат",B,A,D,,"Жодних, Мультиколеніарність",https://drive.google.com/open?id=1ZxwuGGbtrqtWsAvmGCeSpENEbDw9nQHP
03.11.2023 21:37:41,ФБ-03,"P(y=0|x;θ)=0.6, P(y=1|x;θ)=0.4","Для оптимального значення θ функція втрат J(θ)>=0, Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних",Навчання багатофакторної лінійної регресії,Спосіб попередньої обробки даних в аналізі даних,"для всіх j одночасно, Одночасно для всіх j","Значення функції втрат логістичної регресії після навчання хоча б на 1 прикладі завжди більше або рівне 0, Значення сигмоїдної функції ніколи не перевищує 1, Лінійну регресію можна використовувати для задач класифікації, якщо ввести поняття порогу",C,Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних,B,A,D,Додавання нової ознаки в модель не погіршує роботу моделі на навчальних даних,"Погана обумовленість матриці, Мультиколеніарність",https://drive.google.com/open?id=1uP965rw62p4THvMrlGC0kEIuonYit6x0
03.11.2023 21:42:00,ФБ-02,"P(y=1|x;θ)=0.4, P(y=0|x;θ)=0.6","При додаванні властивостей вищих порядків значення функції втрат J(θ) збільшиться, оскільки збільшиться кількість доданків, Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних",Навчання багатофакторної лінійної регресії,Приведення даних до заданого діапазону,"Одночасно для всіх j, для всіх j одночасно","Значення сигмоїдної функції ніколи не перевищує 1, Для логістичної регресії алгоритм градієнтного спуску може приводити в локальний мінімум. Для подолання цієї проблеми використовують методи оптимізації вищих порядків, наприклад метод Ньютона, Лінійну регресію можна використовувати для задач класифікації, якщо ввести поняття порогу, Значення функції втрат логістичної регресії після навчання хоча б на 1 прикладі завжди більше або рівне 0",C,"Класи не є лінійно роздільними, тому метод градієнтного спуску не знайде мінімум функції втрат, Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних",B,"A, B",D,Додавання нової ознаки в модель не погіршує роботу моделі на навчальних даних,"Погана обумовленість матриці, Мультиколеніарність",https://drive.google.com/open?id=18e1ppLQHYs6EpZnsHHL0cS9YvIwBbJJP
03.11.2023 21:44:16,ФБ-02 ,"P(y=1|x;θ)=0.4, P(y=0|x;θ)=0.6","Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних, При додаванні властивостей вищих порядків значення функції втрат J(θ) збільшиться, оскільки збільшиться кількість доданків",Навчання багатофакторної лінійної регресії,Приведення даних до заданого діапазону,"для всіх j одночасно, Одночасно для всіх j","Лінійну регресію можна використовувати для задач класифікації, якщо ввести поняття порогу, Значення сигмоїдної функції ніколи не перевищує 1, Значення функції втрат логістичної регресії після навчання хоча б на 1 прикладі завжди більше або рівне 0, Для логістичної регресії алгоритм градієнтного спуску може приводити в локальний мінімум. Для подолання цієї проблеми використовують методи оптимізації вищих порядків, наприклад метод Ньютона",C,"Класи не є лінійно роздільними, тому метод градієнтного спуску не знайде мінімум функції втрат, Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних",B,"B, A",D,Додавання нової ознаки в модель не погіршує роботу моделі на навчальних даних,"Погана обумовленість матриці, Мультиколеніарність",https://drive.google.com/open?id=1Aayj2wNovtfAOFBvifwiPQYmVxi9_bu9
03.11.2023 21:47:38,ФІ-02,"P(y=1|x;θ)=0.6, P(y=1|x;θ)=0.4","Для оптимального значення θ функція втрат J(θ)>=0, Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних",Перенавчання персептрона,Приведення даних до заданого діапазону,"Одночасно для всіх j, для всіх j одночасно","Для логістичної регресії алгоритм градієнтного спуску може приводити в локальний мінімум. Для подолання цієї проблеми використовують методи оптимізації вищих порядків, наприклад метод Ньютона, Значення функції втрат логістичної регресії після навчання хоча б на 1 прикладі завжди більше або рівне 0, Значення сигмоїдної функції ніколи не перевищує 1",C,Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних,D,A,D,Додавання нової ознаки в модель не погіршує роботу моделі на навчальних даних,"Мультиколеніарність, Погана обумовленість матриці",https://drive.google.com/open?id=1iEkxfK8Nb1NNXG9g5GQ9RmdlaGEzNILP
03.11.2023 21:50:02,ФБ-06,"P(y=0|x;θ)=0.6, P(y=1|x;θ)=0.4","Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних, Для оптимального значення θ функція втрат J(θ)>=0",Навчання багатофакторної лінійної регресії,Приведення даних до заданого діапазону,Одночасно для всіх j,Значення сигмоїдної функції ніколи не перевищує 1,B,Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних,C,A,D,"Додавання нової ознаки в модель завжди покращує роботу моделі на тестових даних, Додавання нової ознаки в модель не погіршує роботу моделі на навчальних даних","Погана обумовленість матриці, Мультиколеніарність",
03.11.2023 21:50:45,ФБ-04,"P(y=0|x;θ)=0.6, P(y=1|x;θ)=0.4",Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних,Навчання багатофакторної лінійної регресії,Приведення даних до заданого діапазону,"для всіх j одночасно, Одночасно для всіх j","Лінійну регресію можна використовувати для задач класифікації, якщо ввести поняття порогу, Значення сигмоїдної функції ніколи не перевищує 1, Значення функції втрат логістичної регресії після навчання хоча б на 1 прикладі завжди більше або рівне 0",C,"Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних, Класи не є лінійно роздільними, тому метод градієнтного спуску не знайде мінімум функції втрат, Логістична регересія дозволить розділити класи, оскільки це нелінійна функція",D,C,"C, B, A","Додавання нових ознак до моделі допоможе уникнути перенавчання, Додавання нової ознаки в модель не погіршує роботу моделі на навчальних даних","Мультиколеніарність, Погана обумовленість матриці",https://drive.google.com/open?id=1HGjWvfQQrRLVrAqr1kjA39juQhHNzR6x
03.11.2023 21:53:21,ФБ-06,"P(y=1|x;θ)=0.4, P(y=0|x;θ)=0.6","Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних, При додаванні властивостей вищих порядків значення функції втрат J(θ) збільшиться, оскільки збільшиться кількість доданків",Навчання багатофакторної лінійної регресії,Приведення даних до заданого діапазону,"для всіх j одночасно, Одночасно для всіх j","Значення сигмоїдної функції ніколи не перевищує 1, Значення функції втрат логістичної регресії після навчання хоча б на 1 прикладі завжди більше або рівне 0, Для логістичної регресії алгоритм градієнтного спуску може приводити в локальний мінімум. Для подолання цієї проблеми використовують методи оптимізації вищих порядків, наприклад метод Ньютона, Лінійну регресію можна використовувати для задач класифікації, якщо ввести поняття порогу",C,"Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних, Класи не є лінійно роздільними, тому метод градієнтного спуску не знайде мінімум функції втрат",B,D,"A, B, C","Додавання нових ознак до моделі допоможе уникнути перенавчання, Додавання нової ознаки в модель не погіршує роботу моделі на навчальних даних","Погана обумовленість матриці, Мультиколеніарність",https://drive.google.com/open?id=1E_sBGINqJXO-Q_9_s9v8lLqhZyKAc-4M
03.11.2023 21:59:49,ФФ-01,"P(y=0|x;θ)=0.6, P(y=1|x;θ)=0.6","Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних, Для оптимального значення θ функція втрат J(θ)>=0",Навчання багатофакторної лінійної регресії,Приведення даних до заданого діапазону,"Одночасно для всіх j, для всіх j одночасно","Лінійну регресію можна використовувати для задач класифікації, якщо ввести поняття порогу, Значення сигмоїдної функції ніколи не перевищує 1",C,"Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних, Додавання нової ознаки в модель завжди покращує роботу моделі на навчальних даних",B,A,"B, D","Додавання нової ознаки в модель не погіршує роботу моделі на навчальних даних, Додавання параметру регуляризації завжди покращує роботу моделі на навчальних даних","Мультиколеніарність, Погана обумовленість матриці",
03.11.2023 22:07:13,ФБ-03,"P(y=1|x;θ)=0.4, P(y=0|x;θ)=0.6","Для оптимального значення θ функція втрат J(θ)>=0, Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних",Навчання багатофакторної лінійної регресії,Приведення даних до заданого діапазону,"Одночасно для всіх j, для всіх j одночасно","Значення сигмоїдної функції ніколи не перевищує 1, Лінійну регресію можна використовувати для задач класифікації, якщо ввести поняття порогу, Значення функції втрат логістичної регресії після навчання хоча б на 1 прикладі завжди більше або рівне 0",C,Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних,B,A,D,Додавання нової ознаки в модель не погіршує роботу моделі на навчальних даних,"Погана обумовленість матриці, Мультиколеніарність",https://drive.google.com/open?id=1Sqmv_NStfmDeU2_AOCPc8TRA_sEieoAK
03.11.2023 22:08:01,ФІ-02,"P(y=1|x;θ)=0.4, P(y=0|x;θ)=0.6","Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних, Для оптимального значення θ функція втрат J(θ)>=0",Навчання багатофакторної лінійної регресії,Приведення даних до заданого діапазону,"Одночасно для всіх j, для всіх j одночасно","Значення сигмоїдної функції ніколи не перевищує 1, Лінійну регресію можна використовувати для задач класифікації, якщо ввести поняття порогу, Для логістичної регресії алгоритм градієнтного спуску може приводити в локальний мінімум. Для подолання цієї проблеми використовують методи оптимізації вищих порядків, наприклад метод Ньютона, Значення функції втрат логістичної регресії після навчання хоча б на 1 прикладі завжди більше або рівне 0",C,Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних,B,A,"D, B",,"Мультиколеніарність, Погана обумовленість матриці",https://drive.google.com/open?id=1WDzaV6tdl4pjDVFCSkm2U3-OReaTEfrb
03.11.2023 22:08:56,ФІ-03,"P(y=0|x;θ)=0.6, P(y=1|x;θ)=0.4","Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних, При додаванні властивостей вищих порядків значення функції втрат J(θ) збільшиться, оскільки збільшиться кількість доданків",Навчання багатофакторної лінійної регресії,Приведення даних до заданого діапазону,"для всіх j одночасно, Одночасно для всіх j","Для логістичної регресії алгоритм градієнтного спуску може приводити в локальний мінімум. Для подолання цієї проблеми використовують методи оптимізації вищих порядків, наприклад метод Ньютона, Лінійну регресію можна використовувати для задач класифікації, якщо ввести поняття порогу, Значення функції втрат логістичної регресії після навчання хоча б на 1 прикладі завжди більше або рівне 0, Значення сигмоїдної функції ніколи не перевищує 1",C,"Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних, Класи не є лінійно роздільними, тому метод градієнтного спуску не знайде мінімум функції втрат",B,"B, A",D,Додавання нової ознаки в модель не погіршує роботу моделі на навчальних даних,"Мультиколеніарність, Погана обумовленість матриці",https://drive.google.com/open?id=1fmrtOAoxcGI5sjoHbjAkc9bc4W2o_TYU
03.11.2023 22:23:20,ФБ-04,"P(y=0|x;θ)=0.6, P(y=1|x;θ)=0.4","Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних, При додаванні властивостей вищих порядків значення функції втрат J(θ) збільшиться, оскільки збільшиться кількість доданків",Навчання багатофакторної лінійної регресії,Приведення даних до заданого діапазону,"для всіх j одночасно, Одночасно для всіх j","Значення сигмоїдної функції ніколи не перевищує 1, Значення функції втрат логістичної регресії після навчання хоча б на 1 прикладі завжди більше або рівне 0, Лінійну регресію можна використовувати для задач класифікації, якщо ввести поняття порогу, Для логістичної регресії алгоритм градієнтного спуску може приводити в локальний мінімум. Для подолання цієї проблеми використовують методи оптимізації вищих порядків, наприклад метод Ньютона",C,"Додавання поліноміальних властивостей (членів вищих порядків) може підвищити точність опису навчальних даних, Класи не є лінійно роздільними, тому метод градієнтного спуску не знайде мінімум функції втрат",B,D,"A, B, C","Додавання нової ознаки в модель не погіршує роботу моделі на навчальних даних, Додавання нових ознак до моделі допоможе уникнути перенавчання","Мультиколеніарність, Погана обумовленість матриці",https://drive.google.com/open?id=10962UMFbCrJclHj1o388tD1xQ-iXRuir
